Subject,Start Time,End Time,Description
[INTERNAL] St Jude Daily Diamond Huddle,2023-05-19 09:15:00-04:00,2023-05-19 09:30:00-04:00,"Holding time for our St Jude Daily Diamond Huddle each day!

-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Join with Google Meet: https://meet.google.com/anu-nrps-jcg
Or dial: (US) +1 929-287-3621 PIN: 631034017#
More phone numbers: https://tel.meet/anu-nrps-jcg?pin=7318946271371&hs=7

Learn more about Meet at: https://support.google.com/a/users/answer/9282720

Please do not edit this section.
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-"
Trishita / Mac Regroup,2023-05-22 13:45:00+00:00,2023-05-22 14:30:00+00:00,"Hi welcome back! Just setting up some time for us to regroup!

-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Join with Google Meet: https://meet.google.com/whi-jdur-dri
Or dial: (US) +1 240-812-1275 PIN: 218420527#
More phone numbers: https://tel.meet/whi-jdur-dri?pin=9709475943367&hs=7

Learn more about Meet at: https://support.google.com/a/users/answer/9282720

Please do not edit this section.
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-"
Break,2023-05-22 17:00:00+00:00,2023-05-22 18:00:00+00:00,
break,2023-05-23 15:00:00+00:00,2023-05-23 16:00:00+00:00,
Model Review,2023-05-23 19:00:00+00:00,2023-05-23 19:30:00+00:00,"-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Join with Google Meet: https://meet.google.com/jcc-gfpj-ugu
Or dial: (US) +1 262-891-8042 PIN: 587696942#
More phone numbers: https://tel.meet/jcc-gfpj-ugu?pin=5582453769214&hs=7

Learn more about Meet at: https://support.google.com/a/users/answer/9282720

Please do not edit this section.
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-"
Ted Cannis URL Tagging Implementation Sync,2023-05-23 19:30:00+00:00,2023-05-23 20:00:00+00:00,"Setting aside time to walk everyone through the URL tagging document for Ted and <span>outline our process for implementing</span>

-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Join with Google Meet: https://meet.google.com/sgd-nffd-zxp
Or dial: (US) +1 401-594-2938 PIN: 385109853#
More phone numbers: https://tel.meet/sgd-nffd-zxp?pin=7478902426904&hs=7

Learn more about Meet at: https://support.google.com/a/users/answer/9282720

Please do not edit this section.
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-"
1:1 RD,2023-05-25 19:00:00+00:00,2023-05-25 19:15:00+00:00,"-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Join with Google Meet: https://meet.google.com/tgm-tsgr-sjh
Or dial: (US) +1 415-842-9360 PIN: 131603981#
More phone numbers: https://tel.meet/tgm-tsgr-sjh?pin=5452864083236&hs=7

Learn more about Meet at: https://support.google.com/a/users/answer/9282720

Please do not edit this section.
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-"
break,2023-05-25 17:30:00+00:00,2023-05-25 18:30:00+00:00,
time of day analysis,2023-05-25 17:30:00+00:00,2023-05-25 18:00:00+00:00,"-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Join with Google Meet: https://meet.google.com/kvz-topv-okd
Or dial: (US) +1 631-743-5293 PIN: 854971905#
More phone numbers: https://tel.meet/kvz-topv-okd?pin=8723443309987&hs=7

Learn more about Meet at: https://support.google.com/a/users/answer/9282720

Please do not edit this section.
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-"
Fi x Mac: Exec Runthru,2023-05-26 15:30:00+00:00,2023-05-26 16:00:00+00:00,"-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Join with Google Meet: https://meet.google.com/tca-gvpf-wpw
Or dial: (US) +1 435-731-4826 PIN: 108449902#
More phone numbers: https://tel.meet/tca-gvpf-wpw?pin=4368785825462&hs=7

Learn more about Meet at: https://support.google.com/a/users/answer/9282720

Please do not edit this section.
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-"
Rayporting Connect,2023-05-26 16:10:00+00:00,2023-05-26 16:30:00+00:00,"-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Join with Google Meet: https://meet.google.com/wen-vwoi-kvi
Or dial: (US) +1 570-844-1072 PIN: 119777529#
More phone numbers: https://tel.meet/wen-vwoi-kvi?pin=1941473322663&hs=7

Learn more about Meet at: https://support.google.com/a/users/answer/9282720

Please do not edit this section.
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-"
[INT] MC and DK: Reporting Kickoff,2023-05-30 15:30:00+00:00,2023-05-30 16:00:00+00:00,"-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Join with Google Meet: https://meet.google.com/iyr-epcq-iop
Or dial: (US) +1 209-791-8488 PIN: 926871213#
More phone numbers: https://tel.meet/iyr-epcq-iop?pin=6840798270563&hs=7

Learn more about Meet at: https://support.google.com/a/users/answer/9282720

Please do not edit this section.
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-"
Review Duration Models,2023-06-02 20:00:00+00:00,2023-06-02 20:30:00+00:00,"-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Join with Google Meet: https://meet.google.com/cfx-qrvy-ypw
Or dial: (US) +1 347-378-5269 PIN: 951824191#
More phone numbers: https://tel.meet/cfx-qrvy-ypw?pin=6772202480058&hs=7

Learn more about Meet at: https://support.google.com/a/users/answer/9282720

Please do not edit this section.
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-"
break,2023-05-30 18:00:00+00:00,2023-05-30 19:00:00+00:00,
break,2023-06-01 17:00:00+00:00,2023-06-01 18:00:00+00:00,
Ford Pro insights,2023-06-01 18:00:00+00:00,2023-06-01 19:00:00+00:00,
Raja Reporting,2023-06-01 19:00:00+00:00,2023-06-01 22:00:00+00:00,
RD Reporting,2023-06-01 14:00:00+00:00,2023-06-01 15:00:00+00:00,
FP - Pivots for Strat review,2023-06-01 15:00:00+00:00,2023-06-01 17:00:00+00:00,
[NYC & Canada Media & CP All Hands] ‘Blurring the Lines’: Media & CP Department Evolution | 2023 Kickoff – Part 3,2023-05-23 16:00:00+00:00,2023-05-23 17:00:00+00:00,"-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Join Zoom Meeting
https://vaynerx.zoom.us/j/82620001402?pwd=T3J2dXRtNGg5Y0wyMU83eUEzM3AvQT09 (ID: 82620001402, passcode: 419746)

Joining instructions: https://www.google.com/url?q=https://applications.zoom.us/addon/invitation/detail?meetingUuid%3DbUZEz1IqRDO%252Bz0twTcMjrQ%253D%253D%26signature%3D14ac80a395a2f3ee1637631fe9b45d6d3cdc68f89bca095e6308522c09697bad%26v%3D1&sa=D&source=calendar&usg=AOvVaw17_l7uiPqKxmzr-NlTX5fo

Meeting host: <a href=""mailto:chris.amicucci@vaynermedia.com"" target=""_blank"">chris.amicucci@vaynermedia.com</a><br /><br />Join Zoom Meeting: <br /><a href=""https://www.google.com/url?q=https://vaynerx.zoom.us/j/82620001402?pwd%3DT3J2dXRtNGg5Y0wyMU83eUEzM3AvQT09&amp;sa=D&amp;source=calendar&amp;usg=AOvVaw3367GiB9BQBuZrC1TxCoZQ"" target=""_blank"">https://vaynerx.zoom.us/j/82620001402?pwd=T3J2dXRtNGg5Y0wyMU83eUEzM3AvQT09</a>

Please do not edit this section.
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-"
[INTERNAL] Ford Pro Exec Monthly Reporting Working Session,2023-06-02 17:00:00+00:00,2023-06-02 17:30:00+00:00,"Agenda: Media, Creative, and Strategy to work through analytics & insights, ahead of kicking off the monthly report

Desired Outcome: Strategy is informed and ready to start the monthly report based on analytics

-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Join with Google Meet: https://meet.google.com/xtw-pdun-nmb
Or dial: (US) +1 916-750-2812 PIN: 179217873#
More phone numbers: https://tel.meet/xtw-pdun-nmb?pin=6704487875860&hs=7

Learn more about Meet at: https://support.google.com/a/users/answer/9282720

Please do not edit this section.
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-"
Trishita / Camila: FP Monthly alignement  ,2023-06-02 15:30:00+00:00,2023-06-02 16:00:00+00:00,"-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Join with Google Meet: https://meet.google.com/gbr-teeo-tvd
Or dial: (US) +1 443-402-6567 PIN: 397421315#
More phone numbers: https://tel.meet/gbr-teeo-tvd?pin=8407644948194&hs=7

Learn more about Meet at: https://support.google.com/a/users/answer/9282720

Please do not edit this section.
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-"
[INTERNAL] St Jude High Earners Bridge INT Review,2023-06-02 20:30:00+00:00,2023-06-02 21:30:00+00:00,"Agenda: Review the St Jude High Earners Bridge deck ahead of the client review on Monday (6/5)

Desired Outcome: Align on feedback and revisions for each department

-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Join with Google Meet: https://meet.google.com/oio-tpbz-dkd
Or dial: (US) +1 307-314-3894 PIN: 788284675#
More phone numbers: https://tel.meet/oio-tpbz-dkd?pin=1046412905220&hs=7

Learn more about Meet at: https://support.google.com/a/users/answer/9282720

Please do not edit this section.
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-"
Vayner Brandwatch Training!,2023-05-22 16:00:00+00:00,2023-05-22 17:00:00+00:00,"Part of our monthly series of trainings. May will be on Brandwatch (social listening tool).<br><br>Join Zoom Meeting<br><b><a href=""https://vaynerx.zoom.us/j/7823825636"">https://vaynerx.zoom.us/j/<wbr />7823825636</a><br></b><br>Meeting ID: 782 382 5636<br>One tap mobile<br>+16699006833,,7823825636# US (San Jose)<br>+19294362866,,7823825636# US (New York)<br><br>Dial by your location<br>        +1 669 900 6833 US (San Jose)<br>        +1 929 436 2866 US (New York)<br>        +1 253 215 8782 US (Tacoma)<br>        +1 301 715 8592 US (Washington DC)<br>        +1 312 626 6799 US (Chicago)<br>        +1 346 248 7799 US (Houston)<br>Meeting ID: 782 382 5636<br>Find your local number: <a href=""https://vaynerx.zoom.us/u/kvB59iy5u"">https://vaynerx.zoom.us/u/<wbr />kvB59iy5u</a>"
[INTERNAL] St. Jude Daily Diamond Huddle,2023-05-22 09:15:00-04:00,2023-05-22 09:30:00-04:00,"Holding time for our St Jude Daily Diamond Huddle each day!

-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Join with Google Meet: https://meet.google.com/anu-nrps-jcg
Or dial: (US) +1 929-287-3621 PIN: 631034017#
More phone numbers: https://tel.meet/anu-nrps-jcg?pin=7318946271371&hs=7

Learn more about Meet at: https://support.google.com/a/users/answer/9282720

Please do not edit this section.
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-"
[INTERNAL] St. Jude Daily Diamond Huddle,2023-05-22 09:30:00-04:00,2023-05-22 09:45:00-04:00,"Holding time for our St Jude Daily Diamond Huddle each day!

-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Join with Google Meet: https://meet.google.com/anu-nrps-jcg
Or dial: (US) +1 929-287-3621 PIN: 631034017#
More phone numbers: https://tel.meet/anu-nrps-jcg?pin=7318946271371&hs=7

Learn more about Meet at: https://support.google.com/a/users/answer/9282720

Please do not edit this section.
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-"
[INTERNAL] St. Jude Daily Diamond Huddle,2023-05-23 09:15:00-04:00,2023-05-23 09:30:00-04:00,"Holding time for our St Jude Daily Diamond Huddle each day!

-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Join with Google Meet: https://meet.google.com/anu-nrps-jcg
Or dial: (US) +1 929-287-3621 PIN: 631034017#
More phone numbers: https://tel.meet/anu-nrps-jcg?pin=7318946271371&hs=7

Learn more about Meet at: https://support.google.com/a/users/answer/9282720

Please do not edit this section.
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-"
[INTERNAL] St. Jude Daily Diamond Huddle,2023-05-24 10:00:00-04:00,2023-05-24 10:15:00-04:00,"Holding time for our St Jude Daily Diamond Huddle each day!

-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Join with Google Meet: https://meet.google.com/anu-nrps-jcg
Or dial: (US) +1 929-287-3621 PIN: 631034017#
More phone numbers: https://tel.meet/anu-nrps-jcg?pin=7318946271371&hs=7

Learn more about Meet at: https://support.google.com/a/users/answer/9282720

Please do not edit this section.
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-"
[INTERNAL] St. Jude Daily Diamond Huddle,2023-05-25 10:15:00-04:00,2023-05-25 10:30:00-04:00,"Holding time for our St Jude Daily Diamond Huddle each day!

-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Join with Google Meet: https://meet.google.com/anu-nrps-jcg
Or dial: (US) +1 929-287-3621 PIN: 631034017#
More phone numbers: https://tel.meet/anu-nrps-jcg?pin=7318946271371&hs=7

Learn more about Meet at: https://support.google.com/a/users/answer/9282720

Please do not edit this section.
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-"
[INTERNAL] St. Jude Daily Diamond Huddle,2023-05-26 09:15:00-04:00,2023-05-26 09:30:00-04:00,"Holding time for our St Jude Daily Diamond Huddle each day!

-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Join with Google Meet: https://meet.google.com/anu-nrps-jcg
Or dial: (US) +1 929-287-3621 PIN: 631034017#
More phone numbers: https://tel.meet/anu-nrps-jcg?pin=7318946271371&hs=7

Learn more about Meet at: https://support.google.com/a/users/answer/9282720

Please do not edit this section.
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-"
[INTERNAL] St. Jude Daily Diamond Huddle,2023-05-29 09:15:00-04:00,2023-05-29 09:30:00-04:00,"Holding time for our St Jude Daily Diamond Huddle each day!

-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Join with Google Meet: https://meet.google.com/anu-nrps-jcg
Or dial: (US) +1 929-287-3621 PIN: 631034017#
More phone numbers: https://tel.meet/anu-nrps-jcg?pin=7318946271371&hs=7

Learn more about Meet at: https://support.google.com/a/users/answer/9282720

Please do not edit this section.
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-"
[INTERNAL] St. Jude Daily Diamond Huddle,2023-05-23 09:15:00-04:00,2023-05-23 09:30:00-04:00,"Holding time for our St Jude Daily Diamond Huddle each day!

-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Join with Google Meet: https://meet.google.com/anu-nrps-jcg
Or dial: (US) +1 929-287-3621 PIN: 631034017#
More phone numbers: https://tel.meet/anu-nrps-jcg?pin=7318946271371&hs=7

Learn more about Meet at: https://support.google.com/a/users/answer/9282720

Please do not edit this section.
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-"
break,2023-06-05 16:00:00+00:00,2023-06-05 17:00:00+00:00,
Paul's report DK,2023-06-05 17:00:00+00:00,2023-06-05 19:00:00+00:00,
Jason Robins report DK,2023-06-06 14:30:00+00:00,2023-06-06 18:00:00+00:00,
BREAK,2023-06-06 18:00:00+00:00,2023-06-06 19:00:00+00:00,
Ford Pro Report Dev,2023-06-06 19:00:00+00:00,2023-06-06 23:00:00+00:00,
Matt DK,2023-06-05 19:00:00+00:00,2023-06-05 23:00:00+00:00,
[INTERNAL] St. Jude Daily Diamond Huddle,2023-05-30 09:15:00-04:00,2023-05-30 09:30:00-04:00,"Holding time for our St Jude Daily Diamond Huddle each day!

-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Join with Google Meet: https://meet.google.com/anu-nrps-jcg
Or dial: (US) +1 929-287-3621 PIN: 631034017#
More phone numbers: https://tel.meet/anu-nrps-jcg?pin=7318946271371&hs=7

Learn more about Meet at: https://support.google.com/a/users/answer/9282720

Please do not edit this section.
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-"
[INTERNAL] St. Jude Daily Diamond Huddle,2023-05-31 09:15:00-04:00,2023-05-31 09:30:00-04:00,"Holding time for our St Jude Daily Diamond Huddle each day!

-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Join with Google Meet: https://meet.google.com/anu-nrps-jcg
Or dial: (US) +1 929-287-3621 PIN: 631034017#
More phone numbers: https://tel.meet/anu-nrps-jcg?pin=7318946271371&hs=7

Learn more about Meet at: https://support.google.com/a/users/answer/9282720

Please do not edit this section.
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-"
[INTERNAL] St. Jude Daily Diamond Huddle,2023-06-01 09:15:00-04:00,2023-06-01 09:30:00-04:00,"Holding time for our St Jude Daily Diamond Huddle each day!

-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Join with Google Meet: https://meet.google.com/anu-nrps-jcg
Or dial: (US) +1 929-287-3621 PIN: 631034017#
More phone numbers: https://tel.meet/anu-nrps-jcg?pin=7318946271371&hs=7

Learn more about Meet at: https://support.google.com/a/users/answer/9282720

Please do not edit this section.
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-"
[INTERNAL] St. Jude Daily Diamond Huddle,2023-06-02 09:15:00-04:00,2023-06-02 09:30:00-04:00,"Holding time for our St Jude Daily Diamond Huddle each day!

-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Join with Google Meet: https://meet.google.com/anu-nrps-jcg
Or dial: (US) +1 929-287-3621 PIN: 631034017#
More phone numbers: https://tel.meet/anu-nrps-jcg?pin=7318946271371&hs=7

Learn more about Meet at: https://support.google.com/a/users/answer/9282720

Please do not edit this section.
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-"
[INTERNAL] St. Jude Daily Diamond Huddle,2023-06-05 10:15:00-04:00,2023-06-05 10:30:00-04:00,"Holding time for our St Jude Daily Diamond Huddle each day!

-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Join with Google Meet: https://meet.google.com/anu-nrps-jcg
Or dial: (US) +1 929-287-3621 PIN: 631034017#
More phone numbers: https://tel.meet/anu-nrps-jcg?pin=7318946271371&hs=7

Learn more about Meet at: https://support.google.com/a/users/answer/9282720

Please do not edit this section.
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-"
[INTERNAL] St. Jude Daily Diamond Huddle,2023-06-06 09:15:00-04:00,2023-06-06 09:30:00-04:00,"Agenda: Holding time to build on our momentum collab signals with a focus on ideation and alignment. Strategy will still bring the same momentum collab fuel and creators are expected to ideate and discuss live with strategy.<br><br>Desired Outcome: Creators will leave <span>the meeting with priorities to execute!</span>

-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Join with Google Meet: https://meet.google.com/anu-nrps-jcg
Or dial: (US) +1 929-287-3621 PIN: 631034017#
More phone numbers: https://tel.meet/anu-nrps-jcg?pin=7318946271371&hs=7

Learn more about Meet at: https://support.google.com/a/users/answer/9282720

Please do not edit this section.
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-"
[INTERNAL] St. Jude Daily Diamond Huddle,2023-05-30 09:15:00-04:00,2023-05-30 09:30:00-04:00,"Holding time for our St Jude Daily Diamond Huddle each day!

-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Join with Google Meet: https://meet.google.com/anu-nrps-jcg
Or dial: (US) +1 929-287-3621 PIN: 631034017#
More phone numbers: https://tel.meet/anu-nrps-jcg?pin=7318946271371&hs=7

Learn more about Meet at: https://support.google.com/a/users/answer/9282720

Please do not edit this section.
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-"
[INTERNAL] St. Jude Daily Diamond Huddle,2023-06-06 09:15:00-04:00,2023-06-06 09:30:00-04:00,"Agenda: Holding time to build on our momentum collab signals with a focus on ideation and alignment. Strategy will still bring the same momentum collab fuel and creators are expected to ideate and discuss live with strategy.<br><br>Desired Outcome: Creators will leave <span>the meeting with priorities to execute!</span>

-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Join with Google Meet: https://meet.google.com/anu-nrps-jcg
Or dial: (US) +1 929-287-3621 PIN: 631034017#
More phone numbers: https://tel.meet/anu-nrps-jcg?pin=7318946271371&hs=7

Learn more about Meet at: https://support.google.com/a/users/answer/9282720

Please do not edit this section.
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-"
[INTERNAL] St. Jude Daily Diamond Huddle,2023-06-07 09:45:00-04:00,2023-06-07 10:00:00-04:00,"Agenda: Holding time to build on our momentum collab signals with a focus on ideation and alignment. Strategy will still bring the same momentum collab fuel and creators are expected to ideate and discuss live with strategy.<br><br>Desired Outcome: Creators will leave <span>the meeting with priorities to execute!</span>

-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Join with Google Meet: https://meet.google.com/anu-nrps-jcg
Or dial: (US) +1 929-287-3621 PIN: 631034017#
More phone numbers: https://tel.meet/anu-nrps-jcg?pin=7318946271371&hs=7

Learn more about Meet at: https://support.google.com/a/users/answer/9282720

Please do not edit this section.
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-"
